manufac,prod_name,socket,family,cpu_manufac,voltage,speed,bluetooth,ieee1394,ram_type,ram_slots,ram_sizes,serial,screen_res,hd_capacity,in-house_number,prod_desc
TOSHIBA,PORTEGE M700,uFC-PGA Socket,Core 2 Duo,Intel Corporation,1.2 V,2100 MHz,2,4,DDR2,2,|['2048', '2048']|,88079994H,1280x800,250.1 GB
